id,name,code,description,status,created_at,updated_at,approver_id,approved_at,work_center_id,created_by,complete_rate,en_name,jp_name,cost_center_id,cost_center_code,routing_id
165,MFitting Lắp Ráp-Lắp Ráp,MFITTING_ASSEM,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,5,,,654dea19ea2800006600526b,A00290,
166,MFitting Lắp Ráp-Ngoại Quan,MFITTING_INSPECT,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,95,,,654dea19ea2800006600526b,A00290,
167,MFitting Lắp Ráp-Đóng Gói,MFITTING_PACKING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,95,,,654dea19ea2800006600526b,A00290,
168,V100 Gia Công-Dập (Press),V100PRESS_STAMPING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
169,V100 Gia Công-Tẩy Rửa 1 (Press),V100PRESS_CLEANING1,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
170,V100 Gia Công-Ủ (Press),V100PRESS_ANNEAL,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
171,V100 Gia Công-Đánh Bóng (Press),V100PRESS_POLISHING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
172,V100 Gia Công-Tẩy Rửa 2 (Press),V100PRESS_CLEANING2,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
173,V100 Gia Công-Đóng Gói (Press),V100PRESS_PACKING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
174,V100 Gia Công-Dập (PF),V100PF_STAMPING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
175,V100 Gia Công-Tẩy Rửa 1 (PF),V100PF_CLEANING1,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
176,V100 Gia Công-Ủ (PF),V100PF_ANNEAL,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
177,V100 Gia Công-Đánh Bóng (PF),V100PF_POLISHING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
178,V100 Gia Công-Tẩy Rửa 2 (PF),V100PF_CLEANING2,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
179,V100 Gia Công-Đóng Gói (PF),V100PF_PACKING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,,,,654dea19ea280000660052bb,A00492,
180,Speakon Gia Công-Gia Công,SPEAKON_MACHINING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,99,,,654dea19ea280000660052a1,A00463,
181,Speakon Gia Công-Tẩy Rửa,SPEAKON_CLEANING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,100,,,660242e23bffc0b4510d8186,A00599,
182,Speakon Gia Công-Ngoại Quan,SPEAKON_BONDED_WS,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,100,,,654dea19ea280000660052a1,A00463,
183,M-Fitting Gia Công-Sản Xuất,MFITTING_PRODUCTION,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,99,,,"660242e23bffc0b4510d8188, 660242e23bffc0b4510d8186","A00601, A00599",
184,M-Fitting Gia Công-Tẩy Rửa,MFITTING_CLEANING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,100,,,"660242e23bffc0b4510d8188, 660242e23bffc0b4510d8186","A00601, A00599",
185,M-Fitting Gia Công-Ngoại Quan,MFITTING_FINISHING,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,100,,,"660242e23bffc0b4510d8188, 660242e23bffc0b4510d8186)","A00601, A00599",
186,Đúc-Shiage_Finishing,DIECAST_BONDED,,1,2024-08-21 11:56:30.214271 +00:00,2024-08-21 11:56:30.214271 +00:00,,,,1,90,,,660242e23bffc0b4510d81b6,A00647,
